runtime,seed,suboptimality,agent num,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.380771,3,1.5,170,1,1,50638,193455,30118,30075,30075,30075,15,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0.039253,5.7e-05,0.004777,0,0,0,0.04782,1e-05,0.016009,0.044916,0.045963,2.14727,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.39905,4,1.5,170,1,1,50638,193455,30118,30075,30075,30075,15,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0.041104,5.5e-05,0.004822,0,0,0,0.049423,1.4e-05,0.01819,0.048334,0.049428,2.19408,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.37702,5,1.5,170,1,1,50638,193455,30118,30075,30075,30075,15,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0.038395,5.6e-05,0.004658,0,0,0,0.047637,7e-06,0.016225,0.044712,0.045753,2.15843,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.431477,1,1.5,180,1,1,54462,208956,32035,31990,31990,31990,16,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0.047632,6.2e-05,0.005337,0,0,0,0.056903,9e-06,0.01843,0.051354,0.052543,2.39594,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.426884,2,1.5,180,1,1,54462,208956,32035,31990,31990,31990,16,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0.047774,6.3e-05,0.005369,0,0,0,0.056765,1.3e-05,0.017936,0.048286,0.049507,2.26892,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.422626,3,1.5,180,1,1,54462,208956,32035,31990,31990,31990,16,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0.046956,6.1e-05,0.005205,0,0,0,0.056813,1.1e-05,0.017576,0.048929,0.050103,2.30737,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.468994,4,1.5,180,1,1,54462,208956,32035,31990,31990,31990,16,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0.052131,6.6e-05,0.005744,0,0,0,0.060485,2.2e-05,0.022231,0.055514,0.056925,2.3076,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.454051,5,1.5,180,1,1,54462,208956,32035,31990,31990,31990,16,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0.051662,6.5e-05,0.005711,0,0,0,0.06088,3.7e-05,0.022028,0.056288,0.057694,2.35191,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.502137,1,1.5,190,1,1,63571,237057,34108,34057,34057,34057,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.066255,6.7e-05,0.00619,0,0,0,0.067544,1.1e-05,0.023458,0.062664,0.064222,2.54957,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.496771,2,1.5,190,1,1,63571,237057,34108,34057,34057,34057,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.067168,6.5e-05,0.006198,0,0,0,0.067415,1.3e-05,0.023967,0.063242,0.064836,2.35304,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.50797,3,1.5,190,1,1,63571,237057,34108,34057,34057,34057,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.067634,7.1e-05,0.006264,0,0,0,0.069253,9e-06,0.025121,0.066176,0.067794,2.37405,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.494201,4,1.5,190,1,1,63571,237057,34108,34057,34057,34057,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.066509,6.4e-05,0.006109,0,0,0,0.066822,1.1e-05,0.023838,0.062792,0.06439,2.43773,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.495352,5,1.5,190,1,1,63571,237057,34108,34057,34057,34057,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.067633,6.5e-05,0.006192,0,0,0,0.066327,7e-06,0.023628,0.062129,0.063715,2.44539,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.518468,1,1.5,200,1,1,65155,244660,35651,35600,35600,35600,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.05872,6.9e-05,0.006753,0,0,0,0.066968,1.1e-05,0.025278,0.067335,0.069016,2.47657,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.515049,2,1.5,200,1,1,65155,244660,35651,35600,35600,35600,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.059989,7.1e-05,0.006744,0,0,0,0.066035,7e-06,0.025458,0.066269,0.067944,2.47712,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.511099,3,1.5,200,1,1,65155,244660,35651,35600,35600,35600,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.059538,7.1e-05,0.006647,0,0,0,0.067129,8e-06,0.024595,0.063713,0.065362,2.44813,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.513101,4,1.5,200,1,1,65155,244660,35651,35600,35600,35600,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.060135,7.6e-05,0.006747,0,0,0,0.067851,1.5e-05,0.0247,0.064187,0.065855,2.46747,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.51407,5,1.5,200,1,1,65155,244660,35651,35600,35600,35600,18,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0.060161,7.4e-05,0.00675,0,0,0,0.065884,9e-06,0.025125,0.064934,0.066592,2.49807,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-1.scen
0.003788,1,1.5,10,0,1,1570,6958,1560,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0.128026,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.0037,2,1.5,10,0,1,1570,6958,1560,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0.125768,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.003694,3,1.5,10,0,1,1570,6958,1560,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.126513,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.003637,4,1.5,10,0,1,1570,6958,1560,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0.125634,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.003701,5,1.5,10,0,1,1570,6958,1560,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.123393,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.008837,1,1.5,20,0,1,3176,14707,3156,3156,3156,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0.251235,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.00881,2,1.5,20,0,1,3176,14707,3156,3156,3156,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-05,0,0,0,0,0,0,0,0,0.259349,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.008905,3,1.5,20,0,1,3176,14707,3156,3156,3156,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5e-05,0,0,0,0,0,0,0,0,0.260126,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.008789,4,1.5,20,0,1,3176,14707,3156,3156,3156,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5e-05,0,0,0,0,0,0,0,0,0.259277,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.008822,5,1.5,20,0,1,3176,14707,3156,3156,3156,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0.259187,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.018229,1,1.5,30,0,1,7116,28296,5364,5362,5362,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113,0,0,0,0,0,0,0,0,0.381702,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.018629,2,1.5,30,0,1,7116,28296,5364,5362,5362,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116,0,0,0,0,0,0,0,0,0.375741,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.018782,3,1.5,30,0,1,7116,28296,5364,5362,5362,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113,0,0,0,0,0,0,0,0,0.38354,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.018434,4,1.5,30,0,1,7116,28296,5364,5362,5362,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113,0,0,0,0,0,0,0,0,0.380358,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.019441,5,1.5,30,0,1,7116,28296,5364,5362,5362,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113,0,0,0,0,0,0,0,0,0.385983,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.028753,1,1.5,40,0,1,9579,40101,7817,7815,7815,7815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0.518916,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.028383,2,1.5,40,0,1,9579,40101,7817,7815,7815,7815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219,0,0,0,0,0,0,0,0,0.520455,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.028089,3,1.5,40,0,1,9579,40101,7817,7815,7815,7815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219,0,0,0,0,0,0,0,0,0.508365,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.028776,4,1.5,40,0,1,9579,40101,7817,7815,7815,7815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223,0,0,0,0,0,0,0,0,0.512526,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.028659,5,1.5,40,0,1,9579,40101,7817,7815,7815,7815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223,0,0,0,0,0,0,0,0,0.508624,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.043426,1,1.5,50,1,1,12886,51315,9281,9277,9277,9277,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000307,1.1e-05,0.000358,0,0,0,0.001801,0,0.000331,0.001037,0.001058,0.640892,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.043579,2,1.5,50,1,1,12886,51315,9281,9277,9277,9277,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000322,1e-05,0.000351,0,0,0,0.001798,1e-06,0.000335,0.001093,0.001113,0.656064,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.042313,3,1.5,50,1,1,12886,51315,9281,9277,9277,9277,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.00031,1.1e-05,0.000342,0,0,0,0.001774,0,0.000324,0.001047,0.001068,0.624094,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.042614,4,1.5,50,1,1,12886,51315,9281,9277,9277,9277,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000311,1e-05,0.000342,0,0,0,0.001726,1e-06,0.00032,0.00106,0.001079,0.638688,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.043132,5,1.5,50,1,1,12886,51315,9281,9277,9277,9277,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000322,1.1e-05,0.000347,0,0,0,0.001798,0,0.00033,0.001071,0.001094,0.624284,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.054505,1,1.5,60,1,1,15150,62145,11535,11531,11531,11531,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000316,1.4e-05,0.000515,0,0,0,0.001786,1e-06,0.0004,0.001216,0.00124,0.748305,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.054476,2,1.5,60,1,1,15150,62145,11535,11531,11531,11531,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000317,1.3e-05,0.000515,0,0,0,0.001767,2e-06,0.000403,0.001223,0.001248,0.756431,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.054723,3,1.5,60,1,1,15150,62145,11535,11531,11531,11531,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000311,1.3e-05,0.00051,0,0,0,0.001747,0,0.000394,0.001197,0.001221,0.770191,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.055184,4,1.5,60,1,1,15150,62145,11535,11531,11531,11531,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000317,1.3e-05,0.000517,0,0,0,0.001793,0,0.000404,0.001222,0.001246,0.76521,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.055232,5,1.5,60,1,1,15150,62145,11535,11531,11531,11531,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000326,1.4e-05,0.000516,0,0,0,0.001777,1e-06,0.000403,0.001222,0.001246,0.763525,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.068236,1,1.5,70,1,1,17369,72802,13712,13708,13708,13708,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000323,1.6e-05,0.000701,0,0,0,0.00173,1e-06,0.000458,0.001334,0.001363,0.893511,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.069383,2,1.5,70,1,1,17369,72802,13712,13708,13708,13708,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000336,1.7e-05,0.000727,0,0,0,0.001819,1e-06,0.000628,0.001501,0.001532,0.883518,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.06941,3,1.5,70,1,1,17369,72802,13712,13708,13708,13708,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000343,1.8e-05,0.000725,0,0,0,0.001834,2e-06,0.000494,0.001391,0.001422,0.900308,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.068316,4,1.5,70,1,1,17369,72802,13712,13708,13708,13708,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000318,1.6e-05,0.000713,0,0,0,0.00177,2e-06,0.000471,0.001357,0.001384,0.892402,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.068757,5,1.5,70,1,1,17369,72802,13712,13708,13708,13708,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000311,1.8e-05,0.000701,0,0,0,0.00174,0,0.000462,0.001329,0.001356,0.895912,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.126758,1,1.5,80,1,1,26524,101266,15428,15419,15417,15419,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.014169,2.2e-05,0.001057,0,0,0,0.016214,2e-06,0.002683,0.013884,0.014053,1.00314,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.122794,2,1.5,80,1,1,26524,101266,15428,15419,15417,15419,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.013817,2.1e-05,0.001018,0,0,0,0.015512,1e-06,0.002566,0.013284,0.013444,1.01363,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.125197,3,1.5,80,1,1,26524,101266,15428,15419,15417,15419,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.014141,2.2e-05,0.001041,0,0,0,0.016233,0,0.002813,0.013968,0.014137,1.01758,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.124794,4,1.5,80,1,1,26524,101266,15428,15419,15417,15419,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.013943,2.1e-05,0.001037,0,0,0,0.016007,2e-06,0.002615,0.013654,0.013818,1.01884,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.124826,5,1.5,80,1,1,26524,101266,15428,15419,15417,15419,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.014226,2.1e-05,0.001052,0,0,0,0.015787,1e-06,0.002847,0.013728,0.013906,1.01865,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.142146,1,1.5,90,1,1,28667,111352,17484,17475,17473,17475,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.015967,2.5e-05,0.001362,0,0,0,0.016008,3e-06,0.002849,0.013701,0.013882,1.1213,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.140915,2,1.5,90,1,1,28667,111352,17484,17475,17473,17475,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.015438,2.5e-05,0.001277,0,0,0,0.015719,2e-06,0.002875,0.013925,0.014102,1.12501,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.144138,3,1.5,90,1,1,28667,111352,17484,17475,17473,17475,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.015929,2.5e-05,0.001313,0,0,0,0.01581,3e-06,0.003337,0.01498,0.015175,1.13133,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.142152,4,1.5,90,1,1,28667,111352,17484,17475,17473,17475,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.015547,2.4e-05,0.001305,0,0,0,0.015926,2e-06,0.002932,0.014142,0.014331,1.14858,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.140401,5,1.5,90,1,1,28667,111352,17484,17475,17473,17475,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.01538,2.4e-05,0.001281,0,0,0,0.015659,2e-06,0.002857,0.013947,0.014129,1.13263,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.159759,1,1.5,100,1,1,30709,121048,19480,19471,19469,19471,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.014081,2.7e-05,0.001616,0,0,0,0.016199,2e-06,0.003301,0.015091,0.015296,1.26002,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.157044,2,1.5,100,1,1,30709,121048,19480,19471,19469,19471,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.014012,2.9e-05,0.001591,0,0,0,0.015866,3e-06,0.003145,0.014455,0.014652,1.24863,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.156618,3,1.5,100,1,1,30709,121048,19480,19471,19469,19471,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.013858,2.8e-05,0.001566,0,0,0,0.015819,2e-06,0.003296,0.014683,0.014891,1.23628,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.159343,4,1.5,100,1,1,30709,121048,19480,19471,19469,19471,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.01413,2.6e-05,0.001592,0,0,0,0.015805,2e-06,0.003212,0.014619,0.014821,1.26929,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.156046,5,1.5,100,1,1,30709,121048,19480,19471,19469,19471,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.013819,2.7e-05,0.001563,0,0,0,0.015523,0,0.00313,0.014413,0.014629,1.27041,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.181149,1,1.5,110,1,1,33538,133677,21348,21339,21337,21339,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0.014718,3.3e-05,0.001929,0,0,0,0.018819,2e-06,0.004044,0.017274,0.017551,1.3745,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.183774,2,1.5,110,1,1,33538,133677,21348,21339,21337,21339,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0.01489,3.5e-05,0.001994,0,0,0,0.019138,4e-06,0.004271,0.01757,0.017858,1.39123,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.18154,3,1.5,110,1,1,33538,133677,21348,21339,21337,21339,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0.014642,3.2e-05,0.001952,0,0,0,0.019038,4e-06,0.004086,0.017606,0.01788,1.38088,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.184363,4,1.5,110,1,1,33538,133677,21348,21339,21337,21339,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0.014726,3.1e-05,0.001962,0,0,0,0.01884,2e-06,0.004163,0.017527,0.017811,1.382,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.179278,5,1.5,110,1,1,33538,133677,21348,21339,21337,21339,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0.014519,3.2e-05,0.001908,0,0,0,0.01857,5e-06,0.004025,0.017144,0.017409,1.40057,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.230751,1,1.5,120,1,1,37959,149912,23017,23008,23006,23008,5,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0.025912,3.5e-05,0.002509,0,0,0,0.02448,2e-06,0.006369,0.025271,0.025711,1.5144,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.222527,2,1.5,120,1,1,37959,149912,23017,23008,23006,23008,5,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0.025984,3.3e-05,0.002405,0,0,0,0.024141,5e-06,0.00668,0.025668,0.026117,1.5183,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.224601,3,1.5,120,1,1,37959,149912,23017,23008,23006,23008,5,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0.025552,3.5e-05,0.002372,0,0,0,0.024716,3e-06,0.006417,0.025753,0.026194,1.51177,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.225406,4,1.5,120,1,1,37959,149912,23017,23008,23006,23008,5,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0.025762,3.4e-05,0.002413,0,0,0,0.024716,4e-06,0.006403,0.025826,0.02627,1.52418,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.223501,5,1.5,120,1,1,37959,149912,23017,23008,23006,23008,5,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0.025662,3.4e-05,0.002366,0,0,0,0.024157,1e-06,0.006198,0.025094,0.025529,1.5343,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.263868,1,1.5,130,1,1,42164,165999,24810,24798,24796,24798,7,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0.03082,3.7e-05,0.002866,0,0,0,0.032553,1e-06,0.009391,0.033297,0.033919,1.65425,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.265865,2,1.5,130,1,1,42164,165999,24810,24798,24796,24798,7,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0.03112,3.9e-05,0.00286,0,0,0,0.032392,3e-06,0.009391,0.033216,0.033828,1.68495,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.266536,3,1.5,130,1,1,42164,165999,24810,24798,24796,24798,7,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0.031577,4.2e-05,0.002954,0,0,0,0.032691,4e-06,0.009151,0.032965,0.033602,1.62426,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.274557,4,1.5,130,1,1,42164,165999,24810,24798,24796,24798,7,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0.032314,4.5e-05,0.003052,0,0,0,0.034111,7e-06,0.01,0.035081,0.035776,1.62604,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.265946,5,1.5,130,1,1,42164,165999,24810,24798,24796,24798,7,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0.030528,3.7e-05,0.002864,0,0,0,0.032326,5e-06,0.009678,0.033612,0.034224,1.64935,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.293823,1,1.5,140,1,1,44555,175580,26527,26512,26510,26512,8,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0.032677,4.4e-05,0.00337,0,0,0,0.033723,7e-06,0.009966,0.034613,0.035291,1.73057,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.287359,2,1.5,140,1,1,44555,175580,26527,26512,26510,26512,8,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0.032204,4.4e-05,0.003311,0,0,0,0.032217,6e-06,0.009925,0.033845,0.03451,1.76634,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.289679,3,1.5,140,1,1,44555,175580,26527,26512,26510,26512,8,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0.031637,4.2e-05,0.003248,0,0,0,0.032152,5e-06,0.0096,0.033315,0.033977,1.75235,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.286773,4,1.5,140,1,1,44555,175580,26527,26512,26510,26512,8,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0.032315,4.3e-05,0.003307,0,0,0,0.03269,3e-06,0.009233,0.032845,0.033507,1.78869,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
0.29051,5,1.5,140,1,1,44555,175580,26527,26512,26510,26512,8,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0.032409,4.3e-05,0.003321,0,0,0,0.032615,2e-06,0.009774,0.033873,0.034557,1.772,WDG+R+C+T+BP with AStar,data/scen-random/Paris_1_256-random-2.scen
